product_id,product_name,category,subcategory,unit_price,cost_price,supplier_name,stock_quantity,launch_date,product_rating,active_flag
P0233,Oil Model 233,Grocery,Grocery Sub-2,4180.90,2843.01,Vertex Goods,29,2024-06-16,3.1,Y
P0234,Table Model 234,Home,Home Sub-3,4198.20,2896.76,Metro Wholesale,42,2024-06-25,3.8,Y
P0235,Yoga Mat Model 235,Sports,Sports Sub-4,4215.50,2950.85,Nova Supply,55,2024-07-04,4.5,Y
P0236,Keyboard Model 236,Electronics,Electronics Sub-1,4232.80,3005.29,Prime Traders,68,2024-07-13,2.7,Y
P0237,Jacket Model 237,Fashion,Fashion Sub-2,4250.10,3060.07,Global Mart,81,2024-07-22,3.4,Y
P0238,Tea Model 238,Grocery,Grocery Sub-3,4267.40,3115.20,Vertex Goods,94,2024-07-31,4.1,Y
P0239,Lamp Model 239,Home,Home Sub-4,4284.70,3170.68,Metro Wholesale,107,2024-08-09,4.8,Y
P0240,Dumbbell Model 240,Sports,Sports Sub-1,4302.00,2366.10,Nova Supply,120,2024-08-18,3.0,Y
P0241,Mouse Model 241,Electronics,Electronics Sub-2,4319.30,2418.81,Prime Traders,133,2024-08-27,3.7,Y
P0242,Shoes Model 242,Fashion,Fashion Sub-3,4336.60,2471.86,Global Mart,146,2024-09-05,4.4,Y
P0243,Coffee Model 243,Grocery,Grocery Sub-4,4353.90,2525.26,Vertex Goods,159,2024-09-14,2.6,Y
P0244,Mixer Model 244,Home,Home Sub-1,4371.20,2579.01,Metro Wholesale,172,2024-09-23,3.3,Y
P0245,Tennis Racket Model 245,Sports,Sports Sub-2,4388.50,2633.10,Nova Supply,185,2024-10-02,4.0,Y
P0246,Headset Model 246,Electronics,Electronics Sub-3,4405.80,2687.54,Prime Traders,198,2024-10-11,4.7,Y
P0247,Handbag Model 247,Fashion,Fashion Sub-4,4423.10,2742.32,Global Mart,211,2024-10-20,2.9,Y
P0248,Snacks Model 248,Grocery,Grocery Sub-1,4440.40,2797.45,Vertex Goods,0,2024-10-29,3.6,Y
P0249,Cookware Model 249,Home,Home Sub-2,4457.70,2852.93,Metro Wholesale,237,2024-11-07,4.3,Y
P0250,Cricket Bat Model 250,Sports,Sports Sub-3,4475.00,2908.75,Nova Supply,0,2024-11-16,2.5,Y
P0251,Laptop Model 251,Electronics,Electronics Sub-4,4492.30,2964.92,Prime Traders,13,2024-11-25,3.2,Y
P0252,Shirt Model 252,Fashion,Fashion Sub-1,4509.60,3021.43,Global Mart,26,2024-12-04,3.9,Y
P0253,Rice Model 253,Grocery,Grocery Sub-2,4526.90,3078.29,Vertex Goods,39,2024-12-13,4.6,N
P0254,Chair Model 254,Home,Home Sub-3,4544.20,3135.50,Metro Wholesale,52,2024-12-22,2.8,Y
P0255,Football Model 255,Sports,Sports Sub-4,4561.50,3193.05,Nova Supply,65,2024-12-31,3.5,Y
P0256,Monitor Model 256,Electronics,Electronics Sub-1,4578.80,3250.95,Prime Traders,78,2025-01-09,4.2,Y
P0257,Jeans Model 257,Fashion,Fashion Sub-2,4596.10,3309.19,Global Mart,91,2025-01-18,4.9,Y
P0258,Oil Model 258,Grocery,Grocery Sub-3,4613.40,3367.78,Vertex Goods,104,2025-01-27,3.1,Y
P0259,Table Model 259,Home,Home Sub-4,4630.70,3426.72,Metro Wholesale,117,2025-02-05,3.8,Y
P0260,Yoga Mat Model 260,Sports,Sports Sub-1,4648.00,2556.40,Nova Supply,130,2025-02-14,4.5,Y
P0261,Keyboard Model 261,Electronics,Electronics Sub-2,4665.30,2612.57,Prime Traders,143,2025-02-23,2.7,Y
P0262,Jacket Model 262,Fashion,Fashion Sub-3,4682.60,2669.08,Global Mart,156,2025-03-04,3.4,Y
P0263,Tea Model 263,Grocery,Grocery Sub-4,4699.90,2725.94,Vertex Goods,169,2025-03-13,4.1,Y
P0264,Lamp Model 264,Home,Home Sub-1,4717.20,2783.15,Metro Wholesale,182,2025-03-22,4.8,Y
P0265,Dumbbell Model 265,Sports,Sports Sub-2,4734.50,2840.70,Nova Supply,195,2025-03-31,3.0,Y
P0266,Mouse Model 266,Electronics,Electronics Sub-3,4751.80,2898.60,Prime Traders,208,2025-04-09,3.7,Y
P0267,Shoes Model 267,Fashion,Fashion Sub-4,4769.10,,Global Mart,221,2022-01-04,4.4,Y
P0268,Coffee Model 268,Grocery,Grocery Sub-1,4786.40,3015.43,Vertex Goods,234,2022-01-13,2.6,Y
P0269,Mixer Model 269,Home,Home Sub-2,4803.70,3074.37,Metro Wholesale,247,2022-01-22,3.3,Y
P0270,Tennis Racket Model 270,Sports,Sports Sub-3,4821.00,3133.65,Nova Supply,10,2022-01-31,4.0,Y
P0271,Headset Model 271,Electronics,Electronics Sub-4,4838.30,3193.28,Prime Traders,23,2022-02-09,4.7,Y
P0272,Handbag Model 272,Fashion,Fashion Sub-1,4855.60,3253.25,Global Mart,36,2022-02-18,2.9,Y
P0273,Snacks Model 273,Grocery,Grocery Sub-2,4872.90,3313.57,Vertex Goods,49,2022-02-27,3.6,Y
P0274,Cookware Model 274,Home,Home Sub-3,4890.20,3374.24,Metro Wholesale,62,2022-03-08,4.3,Y
P0275,Cricket Bat Model 275,Sports,Sports Sub-4,4907.50,3435.25,Nova Supply,75,2022-03-17,2.5,Y
P0276,Laptop Model 276,Electronics,Electronics Sub-1,4924.80,3496.61,Prime Traders,88,2022-03-26,3.2,N
P0277,Shirt Model 277,Fashion,Fashion Sub-2,4942.10,3558.31,Global Mart,101,2022-04-04,3.9,Y
P0278,Rice Model 278,Grocery,Grocery Sub-3,4959.40,3620.36,Vertex Goods,114,2022-04-13,4.6,Y
P0279,Chair Model 279,Home,Home Sub-4,4976.70,3682.76,Metro Wholesale,0,2022-04-22,2.8,Y
P0280,Football Model 280,Sports,Sports Sub-1,4994.00,2746.70,Nova Supply,140,2022-05-01,3.5,Y
P0281,Monitor Model 281,Electronics,Electronics Sub-2,5011.30,2806.33,Prime Traders,153,2022-05-10,4.2,Y
P0282,Jeans Model 282,Fashion,Fashion Sub-3,5028.60,2866.30,Global Mart,166,2022-05-19,4.9,Y
P0283,Oil Model 283,Grocery,Grocery Sub-4,5045.90,2926.62,Vertex Goods,179,2022-05-28,3.1,Y
P0284,Table Model 284,Home,Home Sub-1,5063.20,2987.29,Metro Wholesale,192,2022-06-06,3.8,Y
P0285,Yoga Mat Model 285,Sports,Sports Sub-2,5080.50,3048.30,Nova Supply,205,2022-06-15,4.5,Y
P0286,Keyboard Model 286,Electronics,Electronics Sub-3,5097.80,3109.66,Prime Traders,218,2022-06-24,2.7,Y
P0287,Jacket Model 287,Fashion,Fashion Sub-4,5115.10,3171.36,Global Mart,231,2022-07-03,3.4,Y
P0288,Tea Model 288,Grocery,Grocery Sub-1,5132.40,3233.41,Vertex Goods,244,2022-07-12,4.1,Y
P0289,Lamp Model 289,Home,Home Sub-2,5149.70,3295.81,Metro Wholesale,7,2022-07-21,4.8,Y
P0290,Dumbbell Model 290,Sports,Sports Sub-3,5167.00,3358.55,Nova Supply,20,2022-07-30,3.0,Y
P0291,Mouse Model 291,Electronics,Electronics Sub-4,NA,3421.64,Prime Traders,33,2022-08-08,3.7,Y
P0292,Shoes Model 292,Fashion,Fashion Sub-1,5201.60,3485.07,Global Mart,46,2022-08-17,4.4,Y
P0293,Coffee Model 293,Grocery,Grocery Sub-2,5218.90,3548.85,Vertex Goods,59,2022-08-26,2.6,Y
P0294,Mixer Model 294,Home,Home Sub-3,5236.20,3612.98,Metro Wholesale,72,2022-09-04,3.3,Y
P0295,Tennis Racket Model 295,Sports,Sports Sub-4,5253.50,3677.45,Nova Supply,85,2022-09-13,4.0,Y
P0296,Headset Model 296,Electronics,Electronics Sub-1,5270.80,3742.27,Prime Traders,98,2022-09-22,4.7,Y
P0297,Handbag Model 297,Fashion,Fashion Sub-2,5288.10,3807.43,Global Mart,111,2022-10-01,2.9,Y
P0298,Snacks Model 298,Grocery,Grocery Sub-3,5305.40,3872.94,Vertex Goods,124,2022-10-10,3.6,Y
P0299,Cookware Model 299,Home,Home Sub-4,5322.70,3938.80,Metro Wholesale,137,2022-10-19,4.3,N
P0300,Cricket Bat Model 300,Sports,Sports Sub-1,5340.00,2937.00,Nova Supply,150,2022-10-28,2.5,Y
P0301,Laptop Model 301,Electronics,Electronics Sub-2,5357.30,3000.09,Prime Traders,163,2022-11-06,3.2,Y
P0302,Shirt Model 302,Fashion,Fashion Sub-3,5374.60,3063.52,Global Mart,176,2022-11-15,3.9,Y
P0303,Rice Model 303,Grocery,Grocery Sub-4,5391.90,3127.30,Vertex Goods,189,2022-11-24,4.6,Y
P0304,Chair Model 304,Home,Home Sub-1,5409.20,3191.43,Metro Wholesale,202,2022-12-03,2.8,Y
P0305,Football Model 305,Sports,Sports Sub-2,5426.50,3255.90,Nova Supply,215,2022-12-12,3.5,Y
P0306,Monitor Model 306,Electronics,Electronics Sub-3,5443.80,3320.72,Prime Traders,228,2022-12-21,4.2,Y
P0307,Jeans Model 307,Fashion,Fashion Sub-4,5461.10,3385.88,Global Mart,241,2022-12-30,4.9,Y
P0308,Oil Model 308,Grocery,Grocery Sub-1,5478.40,3451.39,Vertex Goods,4,2023-01-08,3.1,Y
P0309,Table Model 309,Home,Home Sub-2,5495.70,3517.25,Metro Wholesale,17,2023-01-17,3.8,Y
P0310,Yoga Mat Model 310,Sports,Sports Sub-3,5513.00,3583.45,Nova Supply,0,2023-01-26,4.5,Y
P0311,Keyboard Model 311,Electronics,Electronics Sub-4,5530.30,3650.00,Prime Traders,43,2023-02-04,2.7,Y
P0312,Jacket Model 312,Fashion,Fashion Sub-1,5547.60,3716.89,Global Mart,56,2023-02-13,3.4,Y
P0313,Tea Model 313,Grocery,Grocery Sub-2,5564.90,3784.13,Vertex Goods,69,2023-02-22,4.1,Y
P0314,Lamp Model 314,Home,Home Sub-3,5582.20,3851.72,Metro Wholesale,82,2023-03-03,4.8,Y
P0315,Dumbbell Model 315,Sports,Sports Sub-4,5599.50,3919.65,Nova Supply,95,2023-03-12,3.0,Y
P0316,Mouse Model 316,Electronics,Electronics Sub-1,5616.80,3987.93,Prime Traders,108,2023-03-21,3.7,Y
P0317,Shoes Model 317,Fashion,Fashion Sub-2,5634.10,4056.55,Global Mart,121,2023-03-30,4.4,Y
P0318,Coffee Model 318,Grocery,Grocery Sub-3,5651.40,4125.52,Vertex Goods,134,2023-04-08,2.6,Y
P0319,Mixer Model 319,Home,Home Sub-4,5668.70,4194.84,Metro Wholesale,147,2023-04-17,3.3,Y
P0320,Tennis Racket Model 320,Sports,Sports Sub-1,5686.00,3127.30,Nova Supply,160,2023-04-26,4.0,Y
P0321,Headset Model 321,Electronics,Electronics Sub-2,5703.30,3193.85,Prime Traders,173,2023-05-05,4.7,Y
P0322,Handbag Model 322,Fashion,Fashion Sub-3,5720.60,3260.74,Global Mart,186,2023-05-14,2.9,N
P0323,Snacks Model 323,Grocery,Grocery Sub-4,5737.90,3327.98,Vertex Goods,199,2023-05-23,3.6,Y
P0324,Cookware Model 324,Home,Home Sub-1,5755.20,3395.57,Metro Wholesale,212,2023-06-01,4.3,Y
P0325,Cricket Bat Model 325,Sports,Sports Sub-2,5772.50,3463.50,Nova Supply,225,2023-06-10,2.5,Y
P0326,Laptop Model 326,Electronics,Electronics Sub-3,5789.80,3531.78,Prime Traders,238,2023-06-19,3.2,Y
P0327,Shirt Model 327,Fashion,Fashion Sub-4,5807.10,3600.40,Global Mart,1,2023-06-28,3.9,Y
P0328,Rice Model 328,Grocery,Grocery Sub-1,5824.40,3669.37,Vertex Goods,14,2023-07-07,4.6,Y
P0329,Chair Model 329,Home,Home Sub-2,5841.70,3738.69,Metro Wholesale,27,2023-07-16,2.8,Y
P0330,Football Model 330,Sports,Sports Sub-3,5859.00,3808.35,Nova Supply,40,2023-07-25,3.5,Y
P0331,Monitor Model 331,Electronics,Electronics Sub-4,5876.30,3878.36,Prime Traders,53,2023-08-03,4.2,Y
P0332,Jeans Model 332,Fashion,Fashion Sub-1,5893.60,3948.71,Global Mart,66,2023-08-12,4.9,Y
P0333,Oil Model 333,Grocery,Grocery Sub-2,5910.90,4019.41,Vertex Goods,79,2023-08-21,3.1,Y
P0334,Table Model 334,Home,Home Sub-3,5928.20,4090.46,Metro Wholesale,92,2023-08-30,3.8,Y
P0335,Yoga Mat Model 335,Sports,Sports Sub-4,5945.50,4161.85,Nova Supply,105,2023-09-08,4.5,Y
P0336,Keyboard Model 336,Electronics,Electronics Sub-1,5962.80,4233.59,Prime Traders,118,2023-09-17,2.7,Y
P0337,Jacket Model 337,Fashion,Fashion Sub-2,5980.10,4305.67,Global Mart,131,2023-09-26,3.4,Y
P0338,Tea Model 338,Grocery,Grocery Sub-3,5997.40,4378.10,Vertex Goods,144,2023-10-05,4.1,Y
P0339,Lamp Model 339,Home,Home Sub-4,6014.70,4450.88,Metro Wholesale,157,2023-10-14,4.8,Y
P0340,Dumbbell Model 340,Sports,Sports Sub-1,6032.00,3317.60,Nova Supply,170,2023-10-23,3.0,Y
P0341,Mouse Model 341,Electronics,Electronics Sub-2,6049.30,3387.61,Prime Traders,0,2023-11-01,3.7,Y
P0342,Shoes Model 342,Fashion,Fashion Sub-3,6066.60,3457.96,Global Mart,196,2023-11-10,4.4,Y
P0343,Coffee Model 343,Grocery,Grocery Sub-4,6083.90,3528.66,Vertex Goods,209,2023-11-19,2.6,Y
P0344,Mixer Model 344,Home,Home Sub-1,6101.20,3599.71,Metro Wholesale,222,2023-11-28,3.3,Y
P0345,Tennis Racket Model 345,Sports,Sports Sub-2,6118.50,3671.10,Nova Supply,235,2023-12-07,4.0,N
P0346,Headset Model 346,Electronics,Electronics Sub-3,6135.80,3742.84,Prime Traders,248,2023-12-16,4.7,Y
P0347,Handbag Model 347,Fashion,Fashion Sub-4,6153.10,3814.92,Global Mart,11,2023-12-25,2.9,Y
P0348,Snacks Model 348,Grocery,Grocery Sub-1,6170.40,3887.35,Vertex Goods,24,2024-01-03,3.6,Y
P0349,Cookware Model 349,Home,Home Sub-2,6187.70,3960.13,Metro Wholesale,37,2024-01-12,4.3,Y
P0350,Cricket Bat Model 350,Sports,Sports Sub-3,6205.00,4033.25,Nova Supply,50,2024-01-21,2.5,Y
P0351,Laptop Model 351,Electronics,Electronics Sub-4,6222.30,4106.72,Prime Traders,63,2024-01-30,3.2,Y
P0352,Shirt Model 352,Fashion,Fashion Sub-1,6239.60,4180.53,Global Mart,76,2024-02-08,3.9,Y
P0353,Rice Model 353,Grocery,Grocery Sub-2,6256.90,4254.69,Vertex Goods,89,2024-02-17,4.6,Y
P0354,Chair Model 354,Home,Home Sub-3,6274.20,4329.20,Metro Wholesale,102,2024-02-26,2.8,Y
P0355,Football Model 355,Sports,Sports Sub-4,6291.50,4404.05,Nova Supply,115,2024-03-06,3.5,Y
P0356,Monitor Model 356,Electronics,Electronics Sub-1,6308.80,,Prime Traders,128,2024-03-15,4.2,Y
P0357,Jeans Model 357,Fashion,Fashion Sub-2,6326.10,4554.79,Global Mart,141,2024-03-24,4.9,Y
P0358,Oil Model 358,Grocery,Grocery Sub-3,6343.40,4630.68,Vertex Goods,154,2024-04-02,3.1,Y
P0359,Table Model 359,Home,Home Sub-4,6360.70,4706.92,Metro Wholesale,167,2024-04-11,3.8,Y
P0360,Yoga Mat Model 360,Sports,Sports Sub-1,6378.00,3507.90,Nova Supply,180,2024-04-20,4.5,Y
P0361,Keyboard Model 361,Electronics,Electronics Sub-2,6395.30,3581.37,Prime Traders,193,2024-04-29,2.7,Y
P0362,Jacket Model 362,Fashion,Fashion Sub-3,6412.60,3655.18,Global Mart,206,2024-05-08,3.4,Y
P0363,Tea Model 363,Grocery,Grocery Sub-4,6429.90,3729.34,Vertex Goods,219,2024-05-17,4.1,Y
P0364,Lamp Model 364,Home,Home Sub-1,6447.20,3803.85,Metro Wholesale,232,2024-05-26,4.8,Y
P0365,Dumbbell Model 365,Sports,Sports Sub-2,6464.50,3878.70,Nova Supply,245,2024-06-04,3.0,Y
P0366,Mouse Model 366,Electronics,Electronics Sub-3,6481.80,3953.90,Prime Traders,8,2024-06-13,3.7,Y
P0367,Shoes Model 367,Fashion,Fashion Sub-4,6499.10,4029.44,Global Mart,21,2024-06-22,4.4,Y
P0368,Coffee Model 368,Grocery,Grocery Sub-1,6516.40,4105.33,Vertex Goods,34,2024-07-01,2.6,N
P0369,Mixer Model 369,Home,Home Sub-2,6533.70,4181.57,Metro Wholesale,47,2024-07-10,3.3,Y
P0370,Tennis Racket Model 370,Sports,Sports Sub-3,6551.00,4258.15,Nova Supply,60,2024-07-19,4.0,Y
P0371,Headset Model 371,Electronics,Electronics Sub-4,6568.30,4335.08,Prime Traders,73,2024-07-28,4.7,Y
P0372,Handbag Model 372,Fashion,Fashion Sub-1,6585.60,4412.35,Global Mart,0,2024-08-06,2.9,Y
P0373,Snacks Model 373,Grocery,Grocery Sub-2,6602.90,4489.97,Vertex Goods,99,2024-08-15,3.6,Y
P0374,Cookware Model 374,Home,Home Sub-3,6620.20,4567.94,Metro Wholesale,112,2024-08-24,4.3,Y
P0375,Cricket Bat Model 375,Sports,Sports Sub-4,6637.50,4646.25,Nova Supply,125,2024-09-02,2.5,Y
P0376,Laptop Model 376,Electronics,Electronics Sub-1,6654.80,4724.91,Prime Traders,138,2024-09-11,3.2,Y
P0377,Shirt Model 377,Fashion,Fashion Sub-2,6672.10,4803.91,Global Mart,151,2024-09-20,3.9,Y
P0378,Rice Model 378,Grocery,Grocery Sub-3,6689.40,4883.26,Vertex Goods,164,2024-09-29,4.6,Y
P0379,Chair Model 379,Home,Home Sub-4,6706.70,4962.96,Metro Wholesale,177,2024-10-08,2.8,Y
P0380,Football Model 380,Sports,Sports Sub-1,6724.00,3698.20,Nova Supply,190,2024-10-17,3.5,Y
P0381,Monitor Model 381,Electronics,Electronics Sub-2,6741.30,3775.13,Prime Traders,203,2024-10-26,4.2,Y
P0382,Jeans Model 382,Fashion,Fashion Sub-3,6758.60,3852.40,Global Mart,216,2024-11-04,4.9,Y
P0383,Oil Model 383,Grocery,Grocery Sub-4,6775.90,3930.02,Vertex Goods,229,2024-11-13,3.1,Y
P0384,Table Model 384,Home,Home Sub-1,6793.20,4007.99,Metro Wholesale,242,2024-11-22,3.8,Y
P0385,Yoga Mat Model 385,Sports,Sports Sub-2,6810.50,4086.30,Nova Supply,5,2024-12-01,4.5,Y
P0386,Keyboard Model 386,Electronics,Electronics Sub-3,6827.80,4164.96,Prime Traders,18,2024-12-10,2.7,Y
P0387,Jacket Model 387,Fashion,Fashion Sub-4,6845.10,4243.96,Global Mart,31,2024-12-19,3.4,Y
P0388,Tea Model 388,Grocery,Grocery Sub-1,NA,4323.31,Vertex Goods,44,2024-12-28,4.1,Y
P0389,Lamp Model 389,Home,Home Sub-2,6879.70,4403.01,Metro Wholesale,57,2025-01-06,4.8,Y
P0390,Dumbbell Model 390,Sports,Sports Sub-3,6897.00,4483.05,Nova Supply,70,2025-01-15,3.0,Y
P0391,Mouse Model 391,Electronics,Electronics Sub-4,6914.30,4563.44,Prime Traders,83,2025-01-24,3.7,N
P0392,Shoes Model 392,Fashion,Fashion Sub-1,6931.60,4644.17,Global Mart,96,2025-02-02,4.4,Y
P0393,Coffee Model 393,Grocery,Grocery Sub-2,6948.90,4725.25,Vertex Goods,109,2025-02-11,2.6,Y
P0394,Mixer Model 394,Home,Home Sub-3,6966.20,4806.68,Metro Wholesale,122,2025-02-20,3.3,Y
P0395,Tennis Racket Model 395,Sports,Sports Sub-4,6983.50,4888.45,Nova Supply,135,2025-03-01,4.0,Y
P0396,Headset Model 396,Electronics,Electronics Sub-1,7000.80,4970.57,Prime Traders,148,2025-03-10,4.7,Y
P0397,Handbag Model 397,Fashion,Fashion Sub-2,7018.10,5053.03,Global Mart,161,2025-03-19,2.9,Y
P0398,Snacks Model 398,Grocery,Grocery Sub-3,7035.40,5135.84,Vertex Goods,174,2025-03-28,3.6,Y
P0399,Cookware Model 399,Home,Home Sub-4,7052.70,5219.00,Metro Wholesale,187,2025-04-06,4.3,Y
P0400,Cricket Bat Model 400,Sports,Sports Sub-1,7070.00,3888.50,Nova Supply,200,2022-01-01,2.5,Y
P0401,Laptop Model 401,Electronics,Electronics Sub-2,7087.30,3968.89,Prime Traders,213,2022-01-10,3.2,Y
P0402,Shirt Model 402,Fashion,Fashion Sub-3,7104.60,4049.62,Global Mart,226,2022-01-19,3.9,Y
P0403,Rice Model 403,Grocery,Grocery Sub-4,7121.90,4130.70,Vertex Goods,0,2022-01-28,4.6,Y
P0404,Chair Model 404,Home,Home Sub-1,7139.20,4212.13,Metro Wholesale,2,2022-02-06,2.8,Y
P0405,Football Model 405,Sports,Sports Sub-2,7156.50,4293.90,Nova Supply,15,2022-02-15,3.5,Y
P0406,Monitor Model 406,Electronics,Electronics Sub-3,7173.80,4376.02,Prime Traders,28,2022-02-24,4.2,Y
P0407,Jeans Model 407,Fashion,Fashion Sub-4,7191.10,4458.48,Global Mart,41,2022-03-05,4.9,Y
P0408,Oil Model 408,Grocery,Grocery Sub-1,7208.40,4541.29,Vertex Goods,54,2022-03-14,3.1,Y
P0409,Table Model 409,Home,Home Sub-2,7225.70,4624.45,Metro Wholesale,67,2022-03-23,3.8,Y
P0410,Yoga Mat Model 410,Sports,Sports Sub-3,7243.00,4707.95,Nova Supply,80,2022-04-01,4.5,Y
P0411,Keyboard Model 411,Electronics,Electronics Sub-4,7260.30,4791.80,Prime Traders,93,2022-04-10,2.7,Y
P0412,Jacket Model 412,Fashion,Fashion Sub-1,7277.60,4875.99,Global Mart,106,2022-04-19,3.4,Y
P0413,Tea Model 413,Grocery,Grocery Sub-2,7294.90,4960.53,Vertex Goods,119,2022-04-28,4.1,Y
P0414,Lamp Model 414,Home,Home Sub-3,7312.20,5045.42,Metro Wholesale,132,2022-05-07,4.8,N
P0415,Dumbbell Model 415,Sports,Sports Sub-4,7329.50,5130.65,Nova Supply,145,2022-05-16,3.0,Y
P0416,Mouse Model 416,Electronics,Electronics Sub-1,7346.80,5216.23,Prime Traders,158,2022-05-25,3.7,Y
P0417,Shoes Model 417,Fashion,Fashion Sub-2,7364.10,5302.15,Global Mart,171,2022-06-03,4.4,Y
P0418,Coffee Model 418,Grocery,Grocery Sub-3,7381.40,5388.42,Vertex Goods,184,2022-06-12,2.6,Y
P0419,Mixer Model 419,Home,Home Sub-4,7398.70,5475.04,Metro Wholesale,197,2022-06-21,3.3,Y
P0420,Tennis Racket Model 420,Sports,Sports Sub-1,7416.00,4078.80,Nova Supply,210,2022-06-30,4.0,Y
P0421,Headset Model 421,Electronics,Electronics Sub-2,7433.30,4162.65,Prime Traders,223,2022-07-09,4.7,Y
P0422,Handbag Model 422,Fashion,Fashion Sub-3,7450.60,4246.84,Global Mart,236,2022-07-18,2.9,Y
P0423,Snacks Model 423,Grocery,Grocery Sub-4,7467.90,4331.38,Vertex Goods,249,2022-07-27,3.6,Y
P0424,Cookware Model 424,Home,Home Sub-1,7485.20,4416.27,Metro Wholesale,12,2022-08-05,4.3,Y
P0425,Cricket Bat Model 425,Sports,Sports Sub-2,7502.50,4501.50,Nova Supply,25,2022-08-14,2.5,Y
P0426,Laptop Model 426,Electronics,Electronics Sub-3,7519.80,4587.08,Prime Traders,38,2022-08-23,3.2,Y
P0427,Shirt Model 427,Fashion,Fashion Sub-4,7537.10,4673.00,Global Mart,51,2022-09-01,3.9,Y
P0428,Rice Model 428,Grocery,Grocery Sub-1,7554.40,4759.27,Vertex Goods,64,2022-09-10,4.6,Y
P0429,Chair Model 429,Home,Home Sub-2,7571.70,4845.89,Metro Wholesale,77,2022-09-19,2.8,Y
P0430,Football Model 430,Sports,Sports Sub-3,7589.00,4932.85,Nova Supply,90,2022-09-28,3.5,Y
P0431,Monitor Model 431,Electronics,Electronics Sub-4,7606.30,5020.16,Prime Traders,103,2022-10-07,4.2,Y
P0432,Jeans Model 432,Fashion,Fashion Sub-1,7623.60,5107.81,Global Mart,116,2022-10-16,4.9,Y
P0433,Oil Model 433,Grocery,Grocery Sub-2,7640.90,5195.81,Vertex Goods,129,2022-10-25,3.1,Y
P0434,Table Model 434,Home,Home Sub-3,7658.20,5284.16,Metro Wholesale,0,2022-11-03,3.8,Y
P0435,Yoga Mat Model 435,Sports,Sports Sub-4,7675.50,5372.85,Nova Supply,155,2022-11-12,4.5,Y
P0436,Keyboard Model 436,Electronics,Electronics Sub-1,7692.80,5461.89,Prime Traders,168,2022-11-21,2.7,Y
P0437,Jacket Model 437,Fashion,Fashion Sub-2,7710.10,5551.27,Global Mart,181,2022-11-30,3.4,N
P0438,Tea Model 438,Grocery,Grocery Sub-3,7727.40,5641.00,Vertex Goods,194,2022-12-09,4.1,Y
P0439,Lamp Model 439,Home,Home Sub-4,7744.70,5731.08,Metro Wholesale,207,2022-12-18,4.8,Y
P0440,Dumbbell Model 440,Sports,Sports Sub-1,7762.00,4269.10,Nova Supply,220,2022-12-27,3.0,Y
P0441,Mouse Model 441,Electronics,Electronics Sub-2,7779.30,4356.41,Prime Traders,233,2023-01-05,3.7,Y
P0442,Shoes Model 442,Fashion,Fashion Sub-3,7796.60,4444.06,Global Mart,246,2023-01-14,4.4,Y
P0443,Coffee Model 443,Grocery,Grocery Sub-4,7813.90,4532.06,Vertex Goods,9,2023-01-23,2.6,Y
P0444,Mixer Model 444,Home,Home Sub-1,7831.20,4620.41,Metro Wholesale,22,2023-02-01,3.3,Y
P0445,Tennis Racket Model 445,Sports,Sports Sub-2,7848.50,,Nova Supply,35,2023-02-10,4.0,Y
P0446,Headset Model 446,Electronics,Electronics Sub-3,7865.80,4798.14,Prime Traders,48,2023-02-19,4.7,Y
P0447,Handbag Model 447,Fashion,Fashion Sub-4,7883.10,4887.52,Global Mart,61,2023-02-28,2.9,Y
P0448,Snacks Model 448,Grocery,Grocery Sub-1,7900.40,4977.25,Vertex Goods,74,2023-03-09,3.6,Y
P0449,Cookware Model 449,Home,Home Sub-2,7917.70,5067.33,Metro Wholesale,87,2023-03-18,4.3,Y
P0450,Cricket Bat Model 450,Sports,Sports Sub-3,7935.00,5157.75,Nova Supply,100,2023-03-27,2.5,Y
P0451,Laptop Model 451,Electronics,Electronics Sub-4,7952.30,5248.52,Prime Traders,113,2023-04-05,3.2,Y
P0452,Shirt Model 452,Fashion,Fashion Sub-1,7969.60,5339.63,Global Mart,126,2023-04-14,3.9,Y
P0453,Rice Model 453,Grocery,Grocery Sub-2,7986.90,5431.09,Vertex Goods,139,2023-04-23,4.6,Y
P0454,Chair Model 454,Home,Home Sub-3,8004.20,5522.90,Metro Wholesale,152,2023-05-02,2.8,Y
P0455,Football Model 455,Sports,Sports Sub-4,8021.50,5615.05,Nova Supply,165,2023-05-11,3.5,Y
P0456,Monitor Model 456,Electronics,Electronics Sub-1,8038.80,5707.55,Prime Traders,178,2023-05-20,4.2,Y
P0457,Jeans Model 457,Fashion,Fashion Sub-2,8056.10,5800.39,Global Mart,191,2023-05-29,4.9,Y
P0458,Oil Model 458,Grocery,Grocery Sub-3,8073.40,5893.58,Vertex Goods,204,2023-06-07,3.1,Y
P0459,Table Model 459,Home,Home Sub-4,8090.70,5987.12,Metro Wholesale,217,2023-06-16,3.8,Y
P0460,Yoga Mat Model 460,Sports,Sports Sub-1,8108.00,4459.40,Nova Supply,230,2023-06-25,4.5,N
P0461,Keyboard Model 461,Electronics,Electronics Sub-2,8125.30,4550.17,Prime Traders,243,2023-07-04,2.7,Y
P0462,Jacket Model 462,Fashion,Fashion Sub-3,8142.60,4641.28,Global Mart,6,2023-07-13,3.4,Y
P0463,Tea Model 463,Grocery,Grocery Sub-4,8159.90,4732.74,Vertex Goods,19,2023-07-22,4.1,Y
